Name,District_x,Population,Latitude,Longitude,Status,District_y,PopulationCensus1980-01-01,PopulationCensus1990-01-01,PopulationCensus2001-02-01,PopulationCensus2011-10-01,PopulationEstimate2019-01-01
Drávakeresztúr,"Hungary, Baranya",populated place,N 45° 50' 21'',E 17° 45' 31'',Village,Sellye,225,162,161,102,121
Drávapalkonya,"Hungary, Baranya",populated place,N 45° 48' 11'',E 18° 10' 44'',Village,Siklós,377,293,277,270,256
Drávapiski,"Hungary, Baranya",populated place,N 45° 50' 24'',E 18° 6' 4'',Village,Siklós,140,115,95,86,57
Drávaszabolcs,"Hungary, Baranya",populated place,N 45° 48' 24'',E 18° 12' 37'',Village,Siklós,718,696,744,688,697
Drávaszerdahely,"Hungary, Baranya",populated place,N 45° 50' 12'',E 18° 9' 39'',Village,Siklós,254,221,211,183,168
Drávasztára,"Hungary, Baranya",populated place,N 45° 49' 39'',E 17° 49' 14'',Village,Sellye,690,547,477,403,389
Dunaszekcső,"Hungary, Baranya","populated placepopulation 2,151",N 46° 5' 14'',E 18° 45' 31'',Village,Mohács,"2,727","2,373","2,224","2,010","1,796"
Egerág,"Hungary, Baranya",populated place,N 45° 59' 2'',E 18° 18' 17'',Village,Pécs,888,913,"1,010",998,892
Egyházasharaszti,"Hungary, Baranya",populated place,N 45° 48' 37'',E 18° 20' 3'',Village,Siklós,380,351,336,304,310
Egyházaskozár,"Hungary, Baranya",populated place,N 46° 19' 54'',E 18° 19' 3'',Village,Komló,955,917,899,805,717
Ellend,"Hungary, Baranya",populated place,N 46° 3' 34'',E 18° 22' 31'',Village,Pécs,305,251,229,206,177
Endrőc,"Hungary, Baranya",populated place,N 45° 55' 48'',E 17° 45' 37'',Village,Szigetvár,548,497,416,368,351
Erdősmárok,"Hungary, Baranya",populated place,N 46° 3' 24'',E 18° 32' 42'',Village,Mohács,163,138,103,91,85
Erdősmecske,"Hungary, Baranya",populated place,N 46° 10' 38'',E 18° 30' 40'',Village,Pécsvárad,621,488,425,388,307
Erzsébet,"Hungary, Somogy",area,N 46° 40' 0'',E 17° 58' 0'',Village,Pécsvárad,373,337,343,267,253
Fazekasboda,"Hungary, Baranya",populated place,N 46° 7' 28'',E 18° 29' 2'',Village,Pécsvárad,305,241,214,204,177
Feked,"Hungary, Baranya",populated place,N 46° 9' 42'',E 18° 33' 31'',Village,Mohács,439,324,246,199,194
Felsőegerszeg,"Hungary, Baranya",populated place,N 46° 15' 15'',E 18° 8' 2'',Village,Sásd,232,203,153,137,116
Felsőszentmárton,"Hungary, Baranya",populated place,N 45° 51' 8'',E 17° 42' 0'',Village,Sellye,"1,470","1,249","1,050",951,820
Garé,"Hungary, Baranya",populated place,N 45° 55' 2'',E 18° 11' 34'',Village,Siklós,365,333,342,295,288
Gerde,"Hungary, Baranya",populated place,N 45° 59' 23'',E 18° 1' 27'',Village,Szentlőrinc,605,509,558,541,492
Gerényes,"Hungary, Baranya",populated place,N 46° 18' 21'',E 18° 10' 55'',Village,Sásd,309,254,266,248,235
Geresdlak,"Hungary, Baranya",populated place,N 46° 6' 30'',E 18° 31' 25'',Village,Pécsvárad,"1,180","1,010",957,843,730
Gilvánfa,"Hungary, Baranya",populated place,N 45° 55' 7'',E 17° 57' 45'',Village,Sellye,424,298,375,380,338
Gödre,"Hungary, Baranya",populated placepopulation 957,N 46° 17' 10'',E 17° 58' 22'',Village,Sásd,"1,281","1,099",977,917,781
Görcsöny,"Hungary, Baranya",populated place,N 45° 58' 10'',E 18° 8' 9'',Village,Pécs,"1,500","1,671","1,623","1,565","1,485"
Görcsönydoboka,"Hungary, Baranya",populated place,N 46° 4' 15'',E 18° 37' 37'',Village,Mohács,545,487,443,377,337
Gordisa,"Hungary, Baranya",populated place,N 45° 47' 47'',E 18° 14' 0'',Village,Siklós,348,279,294,268,253
Gyód,"Hungary, Baranya",populated place,N 45° 59' 45'',E 18° 10' 43'',Village,Pécs,434,390,584,687,689
Gyöngyfa,"Hungary, Baranya",populated place,N 45° 57' 36'',E 17° 57' 4'',Village,Szentlőrinc,166,113,138,136,128
Gyöngyösmellék,"Hungary, Baranya",populated place,N 45° 59' 15'',E 17° 42' 4'',Village,Szigetvár,375,330,324,301,276
Harkány,"Hungary, Baranya","populated placepopulation 3,450",N 45° 51' 0'',E 18° 14' 12'',Town,Siklós,"3,136","3,349","3,305","4,010","4,632"
Hásságy,"Hungary, Baranya",populated place,N 46° 2' 4'',E 18° 23' 14'',Village,Bóly,410,352,290,272,256
Hegyhátmaróc,"Hungary, Baranya",populated place,N 46° 18' 40'',E 18° 20' 11'',Village,Komló,285,237,218,147,129
Hegyszentmárton,"Hungary, Baranya",populated place,N 45° 54' 14'',E 18° 5' 24'',Village,Sellye,518,454,477,414,367
Helesfa,"Hungary, Baranya",populated place,N 46° 5' 23'',E 17° 58' 33'',Village,Szentlőrinc,605,581,548,522,488
Hetvehely,"Hungary, Baranya",populated place,N 46° 7' 59'',E 18° 2' 37'',Village,Szentlőrinc,567,517,532,466,455
Hidas,"Hungary, Heves",mountainelevation 973m,N 47° 51' 36'',E 20° 0' 55'',Village,Pécsvárad,"2,574","2,348","2,312","2,155","2,035"
Himesháza,"Hungary, Baranya",populated place,N 46° 5' 17'',E 18° 34' 11'',Village,Mohács,"1,321","1,287","1,220","1,033","1,017"
Hirics,"Hungary, Baranya",populated place,N 45° 49' 36'',E 17° 59' 38'',Village,Sellye,264,249,235,237,238
Hobol,"Hungary, Baranya",populated place,N 46° 1' 25'',E 17° 46' 35'',Village,Szigetvár,965,930,"1,046",974,923
Homorúd,"Hungary, Baranya",populated place,N 45° 58' 53'',E 18° 47' 32'',Village,Mohács,"1,164",870,731,648,514
Horváthertelend,"Hungary, Baranya",populated place,N 46° 10' 32'',E 17° 55' 31'',Village,Szigetvár,112,107,103,70,39
Hosszúhetény,"Hungary, Baranya","populated placepopulation 3,299",N 46° 9' 50'',E 18° 21' 2'',Village,Pécs,"3,261","3,111","3,338","3,499","3,383"
Husztót,"Hungary, Baranya",populated place,N 46° 10' 0'',E 18° 5' 0'',Village,Pécs,132,106,67,66,57
Ibafa,"Hungary, Baranya",populated place,N 46° 9' 18'',E 17° 54' 58'',Village,Szigetvár,282,222,248,228,194
Illocska,"Hungary, Baranya",populated place,N 45° 48' 2'',E 18° 31' 23'',Village,Siklós,302,247,269,242,241
Ipacsfa,"Hungary, Baranya",populated place,N 45° 50' 4'',E 18° 12' 19'',Village,Siklós,261,241,210,187,178
Ivánbattyán,"Hungary, Baranya",populated place,N 45° 54' 26'',E 18° 25' 5'',Village,Siklós,246,176,169,119,124
Ivándárda,"Hungary, Baranya",populated place,N 45° 49' 57'',E 18° 35' 28'',Village,Mohács,337,293,266,230,222
Kacsóta,"Hungary, Baranya",populated place,N 46° 2' 19'',E 17° 57' 23'',Village,Szentlőrinc,322,271,287,273,252
Kákics,"Hungary, Baranya",populated place,N 45° 54' 15'',E 17° 51' 27'',Village,Sellye,278,242,233,218,192
Kárász,"Hungary, Baranya",populated place,N 46° 15' 51'',E 18° 18' 43'',Village,Komló,438,390,396,323,323
Kásád,"Hungary, Baranya",populated place,N 45° 46' 42'',E 18° 23' 56'',Village,Siklós,435,378,377,278,264
Katádfa,"Hungary, Baranya",populated place,N 45° 59' 52'',E 17° 52' 11'',Village,Szigetvár,162,176,165,162,136
Kátoly,"Hungary, Baranya",populated place,N 46° 3' 34'',E 18° 27' 6'',Village,Pécsvárad,475,383,346,317,261
Kékesd,"Hungary, Baranya",populated place,N 46° 6' 9'',E 18° 28' 23'',Village,Pécsvárad,259,212,218,171,149
Kémes,"Hungary, Csongrád",area,N 46° 16' 35'',E 20° 13' 3'',Village,Siklós,525,533,546,485,438
Kemse,"Hungary, Baranya",populated place,N 45° 49' 24'',E 17° 54' 48'',Village,Sellye,124,101,66,59,59
Keszü,"Hungary, Baranya",populated place,N 46° 0' 54'',E 18° 11' 24'',Village,Pécs,514,488,771,"1,273","1,230"
Kétújfalu,"Hungary, Baranya",populated place,N 45° 57' 56'',E 17° 42' 43'',Village,Szigetvár,746,703,710,708,697
Királyegyháza,"Hungary, Baranya",populated place,N 45° 59' 57'',E 17° 58' 8'',Village,Szentlőrinc,"1,060","1,016","1,034",957,874
Kisasszonyfa,"Hungary, Baranya",populated place,N 45° 56' 48'',E 18° 0' 22'',Village,Sellye,272,206,230,172,189
Kisbeszterce,"Hungary, Baranya",populated place,N 46° 12' 19'',E 18° 2' 4'',Village,Sásd,133,115,93,84,73
Kisbudmér,"Hungary, Baranya",populated place,N 45° 54' 45'',E 18° 26' 51'',Village,Bóly,155,123,134,116,101
Kisdér,"Hungary, Baranya",populated place,N 45° 56' 26'',E 18° 7' 41'',Village,Siklós,162,129,138,117,95
Kisdobsza,"Hungary, Baranya",populated placepopulation 260,N 46° 1' 51'',E 17° 39' 14'',Village,Szigetvár,332,297,274,244,241
Kishajmás,"Hungary, Baranya",populated place,N 46° 11' 57'',E 18° 4' 51'',Village,Sásd,377,267,219,208,167
Kisharsány,"Hungary, Baranya",populated place,N 45° 51' 31'',E 18° 21' 51'',Village,Siklós,580,517,570,552,456
Kisherend,"Hungary, Baranya",populated place,N 45° 57' 58'',E 18° 19' 47'',Village,Pécs,246,202,208,187,173
Kisjakabfalva,"Hungary, Baranya",populated place,N 45° 53' 51'',E 18° 26' 0'',Village,Siklós,276,193,169,130,90
Kiskassa,"Hungary, Baranya",populated place,N 45° 57' 11'',E 18° 23' 52'',Village,Siklós,403,355,298,249,219
Kislippó,"Hungary, Baranya",populated place,N 45° 49' 43'',E 18° 32' 3'',Village,Siklós,367,315,319,266,284
Kisnyárád,"Hungary, Baranya",populated place,N 46° 2' 8'',E 18° 33' 59'',Village,Mohács,347,277,232,179,151
Kisszentmárton,"Hungary, Baranya",populated place,N 45° 49' 27'',E 18° 1' 27'',Village,Sellye,353,308,301,236,244
Kistamási,"Hungary, Baranya",populated place,N 46° 0' 40'',E 17° 43' 15'',Village,Szigetvár,161,139,144,119,93
Kistapolca,"Hungary, Baranya",populated place,N 45° 49' 17'',E 18° 22' 58'',Village,Siklós,213,214,214,189,163
Kistótfalu,"Hungary, Baranya",populated place,N 45° 54' 28'',E 18° 18' 29'',Village,Siklós,468,374,335,305,276
Kisvaszar,"Hungary, Baranya",populated place,N 46° 16' 28'',E 18° 12' 53'',Village,Sásd,405,356,337,337,333
Köblény,"Hungary, Baranya",populated place,N 46° 17' 43'',E 18° 18' 9'',Village,Komló,368,300,288,218,191
Kökény,"Hungary, Baranya",populated place,N 46° 0' 3'',E 18° 12' 17'',Village,Pécs,457,452,547,620,577
Kölked,"Hungary, Baranya",populated place,N 45° 57' 1'',E 18° 42' 28'',Village,Mohács,"1,288","1,149","1,123","1,039","1,035"
Komló,"Hungary, Baranya","populated placepopulation 26,924",N 46° 11' 34'',E 18° 15' 53'',Town,Komló,"29,354","29,143","27,081","24,394","22,635"
Kórós,"Hungary,",plain(s),N 46° 35' 0'',E 20° 35' 0'',Village,Sellye,247,227,247,226,201
Kovácshida,"Hungary, Baranya",populated place,N 45° 49' 57'',E 18° 11' 8'',Village,Siklós,291,249,295,268,256
Kovácsszénája,"Hungary, Baranya",populated place,N 46° 10' 15'',E 18° 6' 35'',Village,Pécs,146,112,69,77,73
Kővágószőlős,"Hungary, BaranyaPécsi Járás",populated place,N 46° 5' 2'',E 18° 7' 36'',Village,Pécs,"1,485","1,234","1,330","1,309","1,256"
Kővágótöttös,"Hungary, Baranya",populated place,N 46° 5' 11'',E 18° 5' 58'',Village,Pécs,400,349,289,337,303
Kozármisleny,"Hungary, Baranya","populated placepopulation 4,093",N 46° 1' 46'',E 18° 17' 31'',Town,Pécs,"2,369","2,948","4,090","5,998","6,215"
Lánycsók,"Hungary, Baranya","populated placepopulation 2,707",N 46° 0' 19'',E 18° 37' 30'',Village,Mohács,"2,435","2,572","2,694","2,470","2,380"
Lapáncsa,"Hungary, Baranya",populated place,N 45° 49' 9'',E 18° 29' 52'',Village,Siklós,251,233,208,203,179
Liget,"Hungary, Baranya",populated place,N 46° 14' 9'',E 18° 11' 31'',Village,Komló,523,466,461,416,390
Lippó,"Hungary, Baranya",populated place,N 45° 51' 46'',E 18° 34' 12'',Village,Mohács,660,646,559,487,464
Liptód,"Hungary, Baranya",populated place,N 46° 2' 44'',E 18° 30' 58'',Village,Bóly,448,314,240,211,183
Lothárd,"Hungary, Baranya",populated place,N 46° 0' 5'',E 18° 21' 14'',Village,Pécs,271,230,265,239,230
Lovászhetény,"Hungary, Baranya",populated place,N 46° 9' 21'',E 18° 28' 25'',Village,Pécsvárad,389,346,329,267,301
Lúzsok,"Hungary, Baranya",populated place,N 45° 50' 17'',E 17° 56' 37'',Village,Sellye,227,213,220,220,221
Mágocs,"Hungary, Baranya","populated placepopulation 2,652",N 46° 20' 59'',E 18° 13' 56'',Town,Sásd,"2,893","2,723","2,696","2,388","2,191"
Magyarbóly,"Hungary, Baranya",populated place,N 45° 50' 44'',E 18° 29' 14'',Village,Siklós,"1,300","1,120","1,104",975,881
Magyaregregy,"Hungary, Baranya",populated place,N 46° 15' 9'',E 18° 18' 42'',Village,Komló,"1,038",979,862,747,709
Magyarhertelend,"Hungary, Baranya",populated place,N 46° 11' 22'',E 18° 8' 56'',Village,Komló,746,652,670,640,573
Magyarlukafa,"Hungary, Baranya",populated place,N 46° 10' 8'',E 17° 45' 24'',Village,Szigetvár,133,111,109,83,68
Magyarmecske,"Hungary, Baranya",populated place,N 45° 56' 40'',E 17° 57' 49'',Village,Sellye,323,319,336,313,301
Magyarsarlós,"Hungary, Baranya",populated place,N 46° 2' 31'',E 18° 21' 11'',Village,Pécs,342,267,342,287,234
Magyarszék,"Hungary, Baranya",populated place,N 46° 11' 50'',E 18° 11' 50'',Village,Komló,"1,193","1,076","1,126","1,080",952
Magyartelek,"Hungary, Baranya",populated place,N 45° 56' 32'',E 17° 59' 4'',Village,Sellye,266,219,235,217,206
Majs,"Hungary, Baranya",populated place,N 45° 54' 21'',E 18° 35' 51'',Village,Mohács,"1,404","1,193","1,106",962,873
Mánfa,"Hungary, Baranya",populated place,N 46° 10' 0'',E 18° 15' 0'',Village,Komló,966,830,936,823,687
Maráza,"Hungary, Baranya",populated place,N 46° 4' 30'',E 18° 30' 48'',Village,Mohács,333,224,218,179,163
Márfa,"Hungary, Baranya",populated place,N 45° 51' 36'',E 18° 11' 7'',Village,Siklós,202,192,241,194,178
Máriakéménd,"Hungary, Baranya",populated place,N 46° 1' 37'',E 18° 27' 42'',Village,Bóly,654,553,548,483,514
Markóc,"Hungary, Baranya",populated place,N 45° 51' 55'',E 17° 46' 14'',Village,Sellye,74,85,68,64,51
Marócsa,"Hungary, Baranya",populated place,N 45° 54' 50'',E 17° 48' 52'',Village,Sellye,184,135,117,91,78
Márok,"Hungary, Baranya",populated place,N 45° 52' 27'',E 18° 30' 31'',Village,Siklós,655,561,550,433,400
Martonfa,"Hungary, Baranya",populated place,N 46° 6' 58'',E 18° 22' 18'',Village,Pécsvárad,222,205,202,202,206
Matty,"Hungary, Baranya",populated place,N 45° 47' 53'',E 18° 15' 58'',Village,Siklós,414,369,375,326,298
Máza,"Hungary, Baranya",populated place,N 46° 16' 2'',E 18° 23' 50'',Village,Komló,"1,676","1,500","1,406","1,218","1,138"
Mecseknádasd,"Hungary, Baranya","populated placepopulation 1,660",N 46° 13' 28'',E 18° 28' 14'',Village,Pécsvárad,"2,085","1,870","1,664","1,536","1,496"
Mecsekpölöske,"Hungary, Baranya",populated place,N 46° 13' 19'',E 18° 12' 40'',Village,Komló,443,410,442,388,372
Mekényes,"Hungary, Baranya",populated place,N 46° 23' 28'',E 18° 20' 0'',Village,Sásd,472,366,330,285,274
Merenye,"Hungary, Baranya",populated place,N 46° 4' 13'',E 17° 41' 52'',Village,Szigetvár,458,342,338,263,245
Meződ,"Hungary, Baranya",populated place,N 46° 17' 25'',E 18° 6' 9'',Village,Sásd,222,175,166,134,113
Mindszentgodisa,"Hungary, Baranya",populated place,N 46° 13' 28'',E 18° 3' 44'',Village,Sásd,"1,248","1,024","1,023",836,833
Mohács,"Hungary, Baranya","seat of a second-order administrative divisionpopulation 18,711",N 45° 59' 24'',E 18° 41' 10'',Town,Mohács,"21,383","20,326","19,223","17,808","17,089"
Molvány,"Hungary, Baranya",populated place,N 46° 1' 48'',E 17° 44' 40'',Village,Szigetvár,363,295,220,196,175
Monyoród,"Hungary, Baranya",populated place,N 46° 0' 37'',E 18° 28' 35'',Village,Bóly,260,208,192,154,147
Mozsgó,"Hungary, Baranya",populated place,N 46° 7' 2'',E 17° 51' 1'',Village,Szigetvár,"1,118","1,027","1,106",978,981
Nagybudmér,"Hungary, Baranya",populated place,N 45° 56' 10'',E 18° 26' 44'',Village,Bóly,293,245,255,193,148
Nagycsány,"Hungary, Baranya",populated place,N 45° 52' 18'',E 17° 56' 39'',Village,Sellye,157,149,167,147,127
Nagydobsza,"Hungary, Baranya",populated placepopulation 697,N 46° 2' 0'',E 17° 40' 0'',Village,Szigetvár,731,678,687,656,601
Nagyhajmás,"Hungary, Baranya",populated place,N 46° 22' 31'',E 18° 17' 19'',Village,Sásd,552,419,438,340,278
Nagyharsány,"Hungary, Baranya",populated place,N 45° 50' 50'',E 18° 23' 49'',Village,Siklós,"1,749","1,719","1,703","1,500","1,399"
Nagykozár,"Hungary, Baranya",populated place,N 46° 3' 57'',E 18° 19' 11'',Village,Pécs,837,903,"1,306","1,975","1,995"
Nagynyárád,"Hungary, Baranya",populated place,N 45° 56' 39'',E 18° 34' 42'',Village,Mohács,"1,083",978,871,766,694
Nagypall,"Hungary, Baranya",populated place,N 46° 8' 39'',E 18° 27' 21'',Village,Pécsvárad,498,467,443,403,338
Nagypeterd,"Hungary, Baranya",populated place,N 46° 2' 47'',E 17° 53' 54'',Village,Szigetvár,587,615,675,644,660
Nagytótfalu,"Hungary, Baranya",populated place,N 45° 51' 50'',E 18° 20' 43'',Village,Siklós,345,353,368,385,325
Nagyváty,"Hungary, Baranya",populated place,N 46° 3' 40'',E 17° 55' 58'',Village,Szigetvár,397,347,362,336,323
Nemeske,"Hungary, Baranya",populated place,N 46° 1' 12'',E 17° 42' 46'',Village,Szigetvár,350,287,290,236,205
Nyugotszenterzsébet,"Hungary, Baranya",populated place,N 46° 4' 36'',E 17° 54' 40'',Village,Szigetvár,255,206,226,241,239
Óbánya,"Hungary, Baranya",populated place,N 46° 13' 15'',E 18° 24' 37'',Village,Pécsvárad,224,177,147,115,101
Ócsárd,"Hungary, Baranya",populated place,N 45° 56' 3'',E 18° 9' 7'',Village,Pécs,420,384,428,409,373
Ófalu,"Hungary, Baranya",populated place,N 46° 13' 14'',E 18° 31' 56'',Village,Pécsvárad,509,434,367,328,349
Okorág,"Hungary, Baranya",populated place,N 45° 55' 33'',E 17° 52' 30'',Village,Sellye,286,164,187,164,154
Okorvölgy,"Hungary, Baranya",populated place,N 46° 9' 8'',E 18° 3' 32'',Village,Szentlőrinc,185,104,97,80,68
Olasz,"Hungary, Baranya",populated place,N 46° 0' 34'',E 18° 24' 51'',Village,Bóly,695,633,609,628,627
Old,"Hungary, Baranya",populated place,N 45° 47' 20'',E 18° 21' 8'',Village,Siklós,453,394,414,335,331
Orfű,"Hungary, Baranya",populated place,N 46° 8' 0'',E 18° 9' 0'',Village,Pécs,580,580,698,977,989
Oroszló,"Hungary, Baranya",populated place,N 46° 13' 6'',E 18° 7' 23'',Village,Komló,370,341,329,291,274
Ózdfalu,"Hungary, Baranya",populated place,N 45° 55' 45'',E 18° 1' 18'',Village,Sellye,192,165,173,165,145
Palé,"Hungary, Baranya",populated place,N 46° 15' 36'',E 18° 4' 12'',Village,Sásd,137,120,117,93,91
Palkonya,"Hungary, Baranya",populated place,N 45° 53' 48'',E 18° 23' 23'',Village,Siklós,448,360,303,278,249
Palotabozsok,"Hungary, Baranya",populated place,N 46° 7' 36'',E 18° 38' 31'',Village,Mohács,"1,427","1,224","1,085",931,852
Páprád,"Hungary, Baranya",populated place,N 45° 53' 33'',E 18° 0' 35'',Village,Sellye,248,213,200,157,149
Patapoklosi,"Hungary, Baranya",populated place,N 46° 4' 31'',E 17° 44' 34'',Village,Szigetvár,468,377,397,361,319
Pécs,"Hungary, Baranya","seat of a first-order administrative divisionpopulation 145,347",N 46° 4' 21'',E 18° 13' 51'',Town with County Rights,Pécs,"169,134","170,039","162,498","156,049","142,873"
Pécsbagota,"Hungary, Baranya",populated place,N 45° 59' 25'',E 18° 4' 24'',Village,Szentlőrinc,112,96,106,90,106
Pécsdevecser,"Hungary, Baranya",populated place,N 45° 57' 33'',E 18° 23' 3'',Village,Siklós,186,145,115,92,114
Pécsudvard,"Hungary, Baranya",populated place,N 46° 0' 39'',E 18° 16' 24'',Village,Pécs,619,546,620,731,798
Pécsvárad,"Hungary, Baranya","populated placepopulation 4,024",N 46° 9' 37'',E 18° 25' 23'',Town,Pécsvárad,"4,135","4,076","4,147","4,047","3,982"
Pellérd,"Hungary, Baranya","populated placepopulation 1,881",N 46° 2' 3'',E 18° 9' 14'',Village,Pécs,"1,500","1,651","1,907","2,349","2,245"
Pereked,"Hungary, Baranya",populated place,N 46° 5' 37'',E 18° 22' 35'',Village,Pécs,232,206,189,176,144
Peterd,"Hungary, Baranya",populated place,N 45° 58' 22'',E 18° 21' 37'',Village,Siklós,287,212,205,182,210
Pettend,"Hungary, Baranya",populated place,N 46° 0' 0'',E 17° 42' 0'',Village,Szigetvár,194,149,158,133,134
Piskó,"Hungary, Baranya",populated place,N 45° 48' 48'',E 17° 56' 13'',Village,Sellye,323,271,284,247,233
Pócsa,"Hungary, Baranya",populated placepopulation 155,N 45° 54' 35'',E 18° 28' 15'',Village,Bóly,266,183,186,185,149
Pogány,"Hungary, Baranya",airportelevation 304m,N 45° 59' 27'',E 18° 14' 27'',Village,Pécs,680,680,"1,023","1,197","1,240"
Rádfalva,"Hungary, Baranya",populated place,N 45° 51' 35'',E 18° 7' 33'',Village,Siklós,293,218,225,192,169
Regenye,"Hungary, Baranya",populated place,N 45° 58' 12'',E 18° 10' 6'',Village,Pécs,198,163,174,154,145
Romonya,"Hungary, Baranya",populated place,N 46° 5' 13'',E 18° 20' 21'',Village,Pécs,418,373,421,464,521
Rózsafa,"Hungary, Baranya",populated place,N 46° 1' 18'',E 17° 53' 18'',Village,Szigetvár,461,428,405,351,326
Sámod,"Hungary, Baranya",populated place,N 45° 51' 16'',E 18° 2' 15'',Village,Sellye,226,234,226,185,177
Sárok,"Hungary, Baranya",populated place,N 45° 50' 32'',E 18° 36' 42'',Village,Mohács,190,173,165,119,120
